gaze_x,gaze_y,pupil_x,pupil_y,pred_x,pred_y
360,233,147.29397583007812,253.32884216308594,367.01704729637913,240.24691791104215
360,233,147.6889190673828,253.67465209960938,375.40927886256213,251.3526308820983
360,233,147.3540802001953,253.0219268798828,361.67079931630815,240.15374506862645
360,233,148.08544921875,253.4900665283203,374.0387915195324,259.8653670917438
360,233,147.37257385253906,253.8255157470703,376.5690291976143,244.5791874152037
360,233,147.75216674804688,253.5919952392578,374.2103670134811,252.4464956055126
360,233,147.86090087890625,253.96926879882812,381.71705732665396,256.9030965015527
360,233,147.15235900878906,253.61599731445312,371.58200048789695,238.30396816526354
360,233,148.45721435546875,253.65135192871094,378.91309502803324,269.5047531784885
360,233,147.6760711669922,253.38681030273438,370.04094260221336,249.61948096920423
360,233,146.90704345703125,252.95391845703125,358.1294966584064,229.18727716247759
360,233,147.3136749267578,252.78347778320312,357.071294397384,238.0103487982451
360,233,147.61544799804688,252.65829467773438,356.31002846916726,244.56468462242083
360,233,147.50564575195312,252.98484802246094,361.7636322609087,243.5735983038512
360,233,147.2139434814453,253.0004425048828,360.5576322588304,236.7151664044086
360,233,147.27516174316406,252.9669189453125,360.2534555204902,238.0044740721005
360,233,147.52633666992188,253.24227905273438,366.61189718378137,245.34239658788192
360,233,147.7730712890625,252.8595428466797,360.82428612140757,249.3106504025318
360,233,147.34140014648438,253.10153198242188,363.0723574244266,240.24708590558203
360,233,147.79383850097656,253.26026916503906,368.3126994622089,251.791993019463
360,233,146.69895935058594,252.65354919433594,351.53093118723973,222.74987834423246
360,233,148.0048370361328,252.83291625976562,361.5202285648411,254.68925877360925
360,233,147.29672241210938,252.7207794189453,355.8294942617913,237.29629274689705
360,233,147.5135498046875,253.79132080078125,376.660778848448,247.76155659204687
360,233,147.41354370117188,253.8641357421875,377.4902115397517,245.7448751801776
360,233,147.4283447265625,253.8319091796875,376.9723093085304,245.93695731889693
360,233,147.2262725830078,253.52552795410156,370.29376899251747,239.61268567352727
360,233,148.3245849609375,253.53941345214844,376.1720315475777,265.7960321975015
360,233,147.3548583984375,253.5193634033203,370.8384616948042,242.63948362879273
720,233,143.18020629882812,273.5744323730469,718.9182061669571,242.85028797424366
720,233,143.6657257080078,273.7134704589844,723.9650033972166,255.08405483719162
720,233,143.9199676513672,273.6083068847656,723.3292126303577,260.6075421279056
720,233,143.83656311035156,273.4488220214844,719.9642501230219,257.8334107928986
720,233,143.66513061523438,273.4292297363281,718.7257298392979,253.66009981053958
720,233,143.99374389648438,275.00469970703125,749.43096331586,269.2876821052005
720,233,136.770751953125,278.9559020996094,785.2433957389085,117.14481304079618
720,233,143.4382781982422,274.5770263671875,738.7089155766635,253.95920654667407
720,233,143.5473175048828,274.9819030761719,746.7256679777447,258.55997244077207
720,233,142.78561401367188,274.6848449707031,737.3540187558874,238.97563770001852
720,233,143.11026000976562,274.385498046875,733.5014317101723,245.20998590371255
720,233,135.9336395263672,306.86370849609375,1295.070228048984,235.66079401696607
720,233,142.59295654296875,274.5489807128906,733.8649042422039,233.72096500215866
720,233,142.81629943847656,274.24322509765625,729.3756680017614,237.51485191393658
720,233,142.11727905273438,274.55059814453125,731.4596181543893,222.4188458724875
720,233,142.5005645751953,274.7957458496094,737.9377916976482,232.74809979215024
720,233,142.90301513671875,274.2757568359375,730.4188752293912,239.73803753622997
720,233,143.1432647705078,274.38037109375,733.5759415267021,245.96930799315214
720,233,142.24685668945312,273.95001220703125,721.0590732998362,222.5209556419204
720,233,143.19886779785156,274.20904541015625,730.7044554949398,246.44161797779634
720,233,142.61129760742188,273.8354187011719,720.8136953464591,230.61786264458897
720,233,143.0609130859375,274.1833190917969,729.5243142854306,243.03388108143645
720,233,142.57373046875,274.47540283203125,732.4110449963027,232.89888941254776
720,233,142.97544860839844,274.5036315917969,734.9875400447409,242.59051775804164
