timestamp,gaze_x,gaze_y,pupil_x,pupil_y,glint1_x,glint1_y,glint2_x,glint2_y
2025-05-21 14:41:54.033333,360,233,147.29397583007812,253.32884216308594,184,289,208,284
2025-05-21 14:41:54.066667,360,233,147.6889190673828,253.67465209960938,184,289,208,284
2025-05-21 14:41:54.100000,360,233,147.3540802001953,253.0219268798828,184,289,208,284
2025-05-21 14:41:54.133333,360,233,148.08544921875,253.4900665283203,184,289,208,284
2025-05-21 14:41:54.166667,360,233,147.37257385253906,253.8255157470703,184,289,208,284
2025-05-21 14:41:54.200000,360,233,147.75216674804688,253.5919952392578,184,289,208,284
2025-05-21 14:41:54.233333,360,233,147.86090087890625,253.96926879882812,184,289,208,285
2025-05-21 14:41:54.266667,360,233,147.15235900878906,253.61599731445312,184,289,208,285
2025-05-21 14:41:54.300000,360,233,148.45721435546875,253.65135192871094,184,289,208,285
2025-05-21 14:41:54.333333,360,233,147.6760711669922,253.38681030273438,184,289,208,284
2025-05-21 14:41:54.366667,360,233,146.90704345703125,252.95391845703125,184,289,208,284
2025-05-21 14:41:54.400000,360,233,147.3136749267578,252.78347778320312,184,289,208,284
2025-05-21 14:41:54.433333,360,233,147.61544799804688,252.65829467773438,184,289,208,284
2025-05-21 14:41:54.466667,360,233,147.50564575195312,252.98484802246094,184,289,208,284
2025-05-21 14:41:54.500000,360,233,147.2139434814453,253.0004425048828,184,289,208,284
2025-05-21 14:41:54.533333,360,233,147.27516174316406,252.9669189453125,184,288,208,284
2025-05-21 14:41:54.566667,360,233,147.52633666992188,253.24227905273438,184,289,208,284
2025-05-21 14:41:54.600000,360,233,147.7730712890625,252.8595428466797,184,289,208,284
2025-05-21 14:41:54.633333,360,233,147.34140014648438,253.10153198242188,184,288,208,284
2025-05-21 14:41:54.666667,360,233,147.79383850097656,253.26026916503906,184,288,208,284
2025-05-21 14:41:54.700000,360,233,146.69895935058594,252.65354919433594,184,288,208,284
2025-05-21 14:41:54.733333,360,233,148.0048370361328,252.83291625976562,184,288,208,284
