gaze_x,gaze_y,pupil_x,pupil_y,pred_x,pred_y
360,233,155.29954528808594,218.92398071289062,874.8267562643696,383.49962411615525
360,233,149.24778747558594,222.37168884277344,845.8140438164687,247.2154401138514
360,233,131.9401397705078,248.15093994140625,911.922044593523,-99.25786695934721
360,233,150.97653198242188,219.9576873779297,840.7179338373048,282.2599263866359
360,233,153.99542236328125,220.34844970703125,874.9570020387064,355.9843948476091
360,233,151.53045654296875,225.703125,900.1352056444307,311.2167654568175
360,233,157.67591857910156,196.89453125,692.5909644722874,380.78877970730355
360,233,159.7003631591797,189.57379150390625,644.5382394583949,409.6068783451483
360,233,156.28382873535156,187.73741149902344,592.7329836223198,322.3802189069056
360,233,157.60772705078125,188.44195556640625,612.7413779154367,356.16115751272355
360,233,158.65859985351562,188.49046325683594,623.8403691872713,381.5865774353324
360,233,158.630859375,188.99395751953125,628.2746268166143,382.28811568247056
360,233,155.3231201171875,184.0826873779297,548.7748818281598,289.31805659916154
360,233,152.09088134765625,182.19664001464844,498.371293320728,206.3921500923352
360,233,152.14810180664062,181.8192138671875,495.41628528700585,206.74300219608995
360,233,152.14840698242188,182.30616760253906,499.97972567876604,208.07459152958563
360,233,151.06396484375,182.2302703857422,488.28419262173384,181.76670539489714
900,233,154.98300170898438,243.13912963867188,1098.3965916312623,441.7324948924461
900,233,151.458251953125,248.20101928710938,1110.0978627194286,370.66066258027877
900,233,153.78843688964844,248.3150634765625,1134.7692750376714,427.05612812428535
900,233,153.87686157226562,246.2547149658203,1116.369684489744,423.58142082505674
900,233,153.90969848632812,222.44931030273438,893.7633480915497,359.63427836157643
900,233,149.59776306152344,215.49172973632812,784.9278832125824,236.92934620963206
900,233,153.8279571533203,213.9360809326172,813.2084849151133,334.51558091128754
900,233,152.80062866210938,213.62646484375,799.90268861105,308.94678010251846
900,233,152.3916778564453,213.48028564453125,794.3912847028832,298.706197981679
900,233,154.11605834960938,213.9471893310547,816.230808786298,341.48011056203086
900,233,152.2937774658203,214.94906616210938,807.1548244298865,300.3440972336839
900,233,152.118408203125,215.98118591308594,815.0442980792627,298.92991956772767
900,233,151.741455078125,215.82928466796875,809.8034242886074,289.4439303064273
900,233,148.74220275878906,215.643798828125,777.6857038020275,216.7503694356592
900,233,152.8387908935547,216.4379425048828,826.6188957901613,317.51096830184997
900,233,151.9806671142578,215.83714294433594,812.3000925827587,295.22290597943993
900,233,154.0118408203125,217.10414123535156,844.7401797381681,347.55685204379733
1440,233,147.19281005859375,213.21878051757812,739.2808478962111,172.86326050990374
1440,233,150.79092407226562,214.7703857421875,790.2584647091708,263.6859380272972
1440,233,149.45452880859375,215.23257446289062,781.0500020307327,232.77707578724585
1440,233,146.04660034179688,215.47897338867188,748.8372613309007,151.42155688488492
1440,233,150.05120849609375,258.0185852050781,1187.7874101141033,363.4928022030517
1440,233,150.6046142578125,257.1829528808594,1185.5673362882853,374.54029459139747
1440,233,146.90379333496094,256.70343017578125,1143.589472956567,284.1610295058699
1440,233,150.49588012695312,255.81263732910156,1171.6328421869007,368.1966696081063
1440,233,150.1750946044922,256.0775146484375,1170.8640673900768,361.1959874658296
1440,233,151.15159606933594,251.99136352539062,1142.488408878186,373.587381780947
1440,233,139.49598693847656,258.34356689453125,1083.912790025699,110.32245808434209
