timestamp,gaze_x,gaze_y,pupil_x,pupil_y,glint1_x,glint1_y,glint2_x,glint2_y
2025-05-20 23:05:52.733333,360,233,155.29954528808594,218.92398071289062,192,243,229,243
2025-05-20 23:05:52.766667,360,233,149.24778747558594,222.37168884277344,192,243,229,243
2025-05-20 23:05:52.800000,360,233,131.9401397705078,248.15093994140625,192,243,192,243
2025-05-20 23:05:52.833333,360,233,150.97653198242188,219.9576873779297,192,243,229,243
2025-05-20 23:05:52.866667,360,233,153.99542236328125,220.34844970703125,192,243,229,243
2025-05-20 23:05:52.900000,360,233,151.53045654296875,225.703125,192,243,229,243
2025-05-20 23:05:52.933333,360,233,157.67591857910156,196.89453125,195,232,230,232
2025-05-20 23:05:52.966667,360,233,159.7003631591797,189.57379150390625,196,229,230,228
2025-05-20 23:05:53.000000,360,233,156.28382873535156,187.73741149902344,196,228,229,227
2025-05-20 23:05:53.033333,360,233,157.60772705078125,188.44195556640625,196,228,228,227
2025-05-20 23:05:53.066667,360,233,158.65859985351562,188.49046325683594,196,227,229,226
2025-05-20 23:05:53.100000,360,233,158.630859375,188.99395751953125,196,228,229,226
2025-05-20 23:05:53.133333,360,233,155.3231201171875,184.0826873779297,194,226,224,225
2025-05-20 23:05:53.166667,360,233,152.09088134765625,182.19664001464844,192,225,222,223
2025-05-20 23:05:53.200000,360,233,152.14810180664062,181.8192138671875,192,225,222,223
2025-05-20 23:05:53.233333,360,233,152.14840698242188,182.30616760253906,192,225,221,223
2025-05-20 23:05:53.266667,360,233,151.06396484375,182.2302703857422,192,225,221,223
2025-05-20 23:05:54.733333,900,233,154.98300170898438,243.13912963867188,193,258,230,258
2025-05-20 23:05:54.766667,900,233,151.458251953125,248.20101928710938,193,261,230,261
2025-05-20 23:05:54.800000,900,233,153.78843688964844,248.3150634765625,193,260,230,260
2025-05-20 23:05:54.833333,900,233,153.87686157226562,246.2547149658203,193,258,230,258
2025-05-20 23:05:54.866667,900,233,153.90969848632812,222.44931030273438,194,247,230,247
2025-05-20 23:05:54.900000,900,233,149.59776306152344,215.49172973632812,195,244,230,243
2025-05-20 23:05:54.933333,900,233,153.8279571533203,213.9360809326172,194,243,229,242
2025-05-20 23:05:54.966667,900,233,152.80062866210938,213.62646484375,194,243,229,242
2025-05-20 23:05:55.000000,900,233,152.3916778564453,213.48028564453125,193,242,228,241
2025-05-20 23:05:55.033333,900,233,154.11605834960938,213.9471893310547,193,242,228,241
2025-05-20 23:05:55.066667,900,233,152.2937774658203,214.94906616210938,193,243,228,243
2025-05-20 23:05:55.100000,900,233,152.118408203125,215.98118591308594,193,244,228,243
2025-05-20 23:05:55.133333,900,233,151.741455078125,215.82928466796875,192,244,228,243
2025-05-20 23:05:55.166667,900,233,148.74220275878906,215.643798828125,192,244,228,243
2025-05-20 23:05:55.200000,900,233,152.8387908935547,216.4379425048828,192,243,228,243
2025-05-20 23:05:55.233333,900,233,151.9806671142578,215.83714294433594,192,243,227,243
2025-05-20 23:05:55.266667,900,233,154.0118408203125,217.10414123535156,192,244,227,244
2025-05-20 23:05:55.733333,1440,233,147.19281005859375,213.21878051757812,191,242,226,242
2025-05-20 23:05:55.766667,1440,233,150.79092407226562,214.7703857421875,191,242,226,242
2025-05-20 23:05:55.800000,1440,233,149.45452880859375,215.23257446289062,191,242,226,243
2025-05-20 23:05:55.833333,1440,233,146.04660034179688,215.47897338867188,191,242,226,243
2025-05-20 23:05:55.866667,1440,233,150.05120849609375,258.0185852050781,192,264,228,264
2025-05-20 23:05:55.900000,1440,233,150.6046142578125,257.1829528808594,191,263,228,263
2025-05-20 23:05:55.933333,1440,233,146.90379333496094,256.70343017578125,191,263,227,263
2025-05-20 23:05:55.966667,1440,233,150.49588012695312,255.81263732910156,191,263,227,263
2025-05-20 23:05:56.000000,1440,233,150.1750946044922,256.0775146484375,191,262,228,263
2025-05-20 23:05:56.033333,1440,233,151.15159606933594,251.99136352539062,190,262,227,262
2025-05-20 23:05:56.066667,1440,233,139.49598693847656,258.34356689453125,190,262,226,262
2025-05-20 23:05:56.100000,1440,233,147.15708923339844,258.68890380859375,190,262,227,262
2025-05-20 23:05:56.133333,1440,233,147.5596466064453,255.2841339111328,190,262,227,262
2025-05-20 23:05:56.166667,1440,233,148.33172607421875,257.9670715332031,190,262,227,262
2025-05-20 23:05:56.200000,1440,233,149.49903869628906,254.4269256591797,190,262,227,262
2025-05-20 23:05:56.233333,1440,233,150.3656768798828,254.6789093017578,190,262,227,262
2025-05-20 23:05:56.266667,1440,233,142.27886962890625,260.6432800292969,190,262,227,262
2025-05-20 23:05:56.733333,360,584,150.9494171142578,252.57899475097656,190,261,227,261
2025-05-20 23:05:56.766667,360,584,150.09616088867188,251.92457580566406,190,261,227,261
2025-05-20 23:05:56.800000,360,584,150.68707275390625,245.52757263183594,192,256,229,257
2025-05-20 23:05:56.833333,360,584,165.9886016845703,190.61566162109375,204,231,237,232
2025-05-20 23:05:56.866667,360,584,172.90740966796875,172.01806640625,207,224,240,224
2025-05-20 23:05:56.900000,360,584,172.76686096191406,173.9062042236328,206,223,239,223
2025-05-20 23:05:56.933333,360,584,165.3497314453125,171.6785888671875,206,222,239,223
2025-05-20 23:05:56.966667,360,584,170.31251525878906,173.1338348388672,206,222,239,223
2025-05-20 23:05:57.000000,360,584,170.72366333007812,173.1404266357422,205,222,239,223
2025-05-20 23:05:57.033333,360,584,172.8214569091797,173.397705078125,205,221,238,222
2025-05-20 23:05:57.066667,360,584,167.8026885986328,169.78236389160156,205,221,238,222
