timestamp,gaze_x,gaze_y,pupil_x,pupil_y,glint1_x,glint1_y,glint2_x,glint2_y
2025-05-21 14:41:17.533333,360,233,153.49339294433594,246.6290283203125,188,285,213,281
2025-05-21 14:41:17.566667,360,233,152.95974731445312,247.10250854492188,188,285,213,282
2025-05-21 14:41:17.600000,360,233,153.07557678222656,246.99374389648438,188,285,213,282
2025-05-21 14:41:17.633333,360,233,152.36622619628906,247.06838989257812,188,285,213,282
2025-05-21 14:41:17.666667,360,233,152.81239318847656,246.7531280517578,188,285,213,282
2025-05-21 14:41:17.700000,360,233,153.1234588623047,247.02932739257812,188,285,214,282
2025-05-21 14:41:17.733333,360,233,153.1239776611328,247.0004119873047,188,285,214,282
2025-05-21 14:41:17.766667,360,233,153.33546447753906,246.68653869628906,188,285,214,282
2025-05-21 14:41:17.800000,360,233,153.03941345214844,246.68775939941406,188,285,213,282
2025-05-21 14:41:17.833333,360,233,152.96798706054688,246.55787658691406,188,285,213,282
2025-05-21 14:41:17.866667,360,233,153.50286865234375,246.5992889404297,188,285,213,282
2025-05-21 14:41:17.900000,360,233,153.10121154785156,246.6101531982422,188,285,213,282
2025-05-21 14:41:17.933333,360,233,153.02786254882812,246.45101928710938,188,284,213,281
2025-05-21 14:41:17.966667,360,233,153.11068725585938,246.34934997558594,188,285,213,281
2025-05-21 14:41:18.000000,360,233,153.1293182373047,246.27313232421875,188,284,213,281
2025-05-21 14:41:18.033333,360,233,153.14181518554688,245.82432556152344,188,284,213,281
2025-05-21 14:41:18.066667,360,233,153.1201629638672,246.03639221191406,188,285,213,282
2025-05-21 14:41:18.100000,360,233,152.87210083007812,246.0537872314453,188,285,213,282
2025-05-21 14:41:18.133333,360,233,153.00784301757812,245.82015991210938,188,285,213,281
2025-05-21 14:41:18.166667,360,233,153.07090759277344,246.25091552734375,188,285,213,281
2025-05-21 14:41:18.200000,360,233,152.81024169921875,246.26983642578125,187,284,213,281
2025-05-21 14:41:18.233333,360,233,152.6270294189453,246.0122833251953,188,285,213,281
2025-05-21 14:41:18.266667,360,233,152.98309326171875,246.08514404296875,188,284,213,281
2025-05-21 14:41:18.300000,360,233,153.19187927246094,245.986083984375,188,285,213,281
2025-05-21 14:41:18.333333,360,233,153.0039825439453,246.06968688964844,188,284,213,281
2025-05-21 14:41:18.366667,360,233,152.77105712890625,246.0509490966797,188,284,213,281
2025-05-21 14:41:18.400000,360,233,152.5927734375,246.231689453125,187,285,213,282
2025-05-21 14:41:18.433333,360,233,152.63018798828125,246.37289428710938,187,285,213,281
2025-05-21 14:41:18.466667,360,233,152.07415771484375,246.59951782226562,187,285,213,282
